;ID WMO;:  96937
;NAMA STASIUN;:  Stasiun Meteorologi Maritim Tanjung Perak
;LINTANG;:  -7.20530
;BUJUR;:  112.73530
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-08-2025;28,5;
02-08-2025;29;
03-08-2025;29,7;
04-08-2025;29,7;
05-08-2025;28,8;
06-08-2025;28,4;
07-08-2025;28,1;
08-08-2025;29,4;
09-08-2025;29,2;
10-08-2025;29,7;
11-08-2025;29,3;
12-08-2025;29,3;
13-08-2025;28,3;
14-08-2025;27,9;
15-08-2025;27,9;
16-08-2025;28,5;
17-08-2025;28,8;
18-08-2025;28,3;
19-08-2025;26,5;
20-08-2025;27,8;
21-08-2025;28,7;
22-08-2025;28,5;
23-08-2025;29,1;
24-08-2025;29,2;
25-08-2025;28,9;
26-08-2025;28;
27-08-2025;28,9;
28-08-2025;28,3;
29-08-2025;28,5;
30-08-2025;28,8;
31-08-2025;29,5;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
