;ID WMO;:  96933
;NAMA STASIUN;:  Stasiun Meteorologi Perak I
;LINTANG;:  -7.22360
;BUJUR;:  112.72390
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-03-2026;28,4;
02-03-2026;27,8;
03-03-2026;27,6;
04-03-2026;27,8;
05-03-2026;28,1;
06-03-2026;28,5;
07-03-2026;28,7;
08-03-2026;27,3;
09-03-2026;27,4;
10-03-2026;27,9;
11-03-2026;28,4;
12-03-2026;28,5;
13-03-2026;27,9;
14-03-2026;29,2;
15-03-2026;27,5;
16-03-2026;27,8;
17-03-2026;26,9;
18-03-2026;28;
19-03-2026;28;
20-03-2026;28,1;
21-03-2026;28,4;
22-03-2026;27,3;
23-03-2026;29,2;
24-03-2026;28,4;
25-03-2026;28,4;
26-03-2026;27,8;
27-03-2026;28,5;
28-03-2026;28,3;
29-03-2026;28,8;
30-03-2026;28,6;
31-03-2026;28,5;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
