;ID WMO;:  96933
;NAMA STASIUN;:  Stasiun Meteorologi Perak I
;LINTANG;:  -7.22360
;BUJUR;:  112.72390
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-10-2025;27;
02-10-2025;29,7;
03-10-2025;30,1;
04-10-2025;29,5;
05-10-2025;29,4;
06-10-2025;30,4;
07-10-2025;30,3;
08-10-2025;29,8;
09-10-2025;29,8;
10-10-2025;30;
11-10-2025;30;
12-10-2025;30,6;
13-10-2025;29,8;
14-10-2025;30,9;
15-10-2025;30,3;
16-10-2025;30,8;
17-10-2025;31,4;
18-10-2025;32;
19-10-2025;31,1;
20-10-2025;29,3;
21-10-2025;29,4;
22-10-2025;26,8;
23-10-2025;29,2;
24-10-2025;29,3;
25-10-2025;29,4;
26-10-2025;29;
27-10-2025;28,9;
28-10-2025;29,2;
29-10-2025;27,1;
30-10-2025;29,2;
31-10-2025;27,9;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
