;ID WMO;:  96937
;NAMA STASIUN;:  Stasiun Meteorologi Maritim Tanjung Perak
;LINTANG;:  -7.20530
;BUJUR;:  112.73530
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-06-2025;28,4;
02-06-2025;29,3;
03-06-2025;29,8;
04-06-2025;29,8;
05-06-2025;30,1;
06-06-2025;29,1;
07-06-2025;29,4;
08-06-2025;29,7;
09-06-2025;26,9;
10-06-2025;28,3;
11-06-2025;29,7;
12-06-2025;28,8;
13-06-2025;29;
14-06-2025;29,1;
15-06-2025;29,7;
16-06-2025;29,2;
17-06-2025;29,9;
18-06-2025;28,9;
19-06-2025;28,1;
20-06-2025;27,8;
21-06-2025;28,4;
22-06-2025;28;
23-06-2025;29,2;
24-06-2025;29;
25-06-2025;28,9;
26-06-2025;29;
27-06-2025;29,3;
28-06-2025;29,5;
29-06-2025;28,8;
30-06-2025;28,4;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
