;ID WMO;:  96933
;NAMA STASIUN;:  Stasiun Meteorologi Perak I
;LINTANG;:  -7.22360
;BUJUR;:  112.72390
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-04-2026;29,5;
02-04-2026;29,7;
03-04-2026;28,7;
04-04-2026;29,5;
05-04-2026;29,2;
06-04-2026;29,6;
07-04-2026;29,1;
08-04-2026;29,6;
09-04-2026;29,4;
10-04-2026;28;
11-04-2026;29,1;
12-04-2026;28,7;
13-04-2026;29,4;
14-04-2026;29,9;
15-04-2026;30,6;
16-04-2026;30,2;
17-04-2026;30,4;
18-04-2026;30,4;
19-04-2026;29,5;
20-04-2026;29,5;
21-04-2026;29;
22-04-2026;27,3;
23-04-2026;27,6;
24-04-2026;29,9;
25-04-2026;29,8;
26-04-2026;29,9;
27-04-2026;28,2;
28-04-2026;28,8;
29-04-2026;29,1;
30-04-2026;28,7;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
