;ID WMO;:  96937
;NAMA STASIUN;:  Stasiun Meteorologi Maritim Tanjung Perak
;LINTANG;:  -7.20530
;BUJUR;:  112.73530
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-12-2025;30,1;
02-12-2025;29,6;
03-12-2025;29,1;
04-12-2025;27,8;
05-12-2025;28,5;
06-12-2025;27,9;
07-12-2025;28,9;
08-12-2025;29,3;
09-12-2025;29;
10-12-2025;28,9;
11-12-2025;28,8;
12-12-2025;29,7;
13-12-2025;29,8;
14-12-2025;29,2;
15-12-2025;29;
16-12-2025;29,3;
17-12-2025;29,9;
18-12-2025;28,7;
19-12-2025;27,8;
20-12-2025;28,4;
21-12-2025;28,5;
22-12-2025;28,2;
23-12-2025;28,7;
24-12-2025;28,6;
25-12-2025;29,7;
26-12-2025;29,1;
27-12-2025;29,3;
28-12-2025;28,8;
29-12-2025;29,6;
30-12-2025;29,3;
31-12-2025;28,9;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
