;ID WMO;:  96935
;NAMA STASIUN;:  Stasiun Meteorologi Juanda
;LINTANG;:  -7.38460
;BUJUR;:  112.78330
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-06-2025;29;
02-06-2025;29,3;
03-06-2025;29,8;
04-06-2025;28,8;
05-06-2025;29,7;
06-06-2025;28,6;
07-06-2025;28,6;
08-06-2025;28,8;
09-06-2025;26,9;
10-06-2025;28,1;
11-06-2025;28,8;
12-06-2025;28,3;
13-06-2025;28,4;
14-06-2025;28,5;
15-06-2025;29;
16-06-2025;28,7;
17-06-2025;29,3;
18-06-2025;28;
19-06-2025;27,5;
20-06-2025;26,7;
21-06-2025;27,8;
22-06-2025;27,8;
23-06-2025;27,8;
24-06-2025;27,8;
25-06-2025;28;
26-06-2025;28,3;
27-06-2025;28,5;
28-06-2025;28,4;
29-06-2025;27,3;
30-06-2025;27,3;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
