;ID WMO;:  96933
;NAMA STASIUN;:  Stasiun Meteorologi Perak I
;LINTANG;:  -7.22360
;BUJUR;:  112.72390
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-02-2026;28,2;
02-02-2026;28;
03-02-2026;26,3;
04-02-2026;27,1;
05-02-2026;27,2;
06-02-2026;28,6;
07-02-2026;28;
08-02-2026;27,9;
09-02-2026;26,9;
10-02-2026;27,6;
11-02-2026;27;
12-02-2026;28,5;
13-02-2026;27,2;
14-02-2026;27,5;
15-02-2026;28,1;
16-02-2026;27,9;
17-02-2026;28,8;
18-02-2026;26,8;
19-02-2026;27,7;
20-02-2026;28,1;
21-02-2026;28,1;
22-02-2026;27,4;
23-02-2026;27,3;
24-02-2026;27,4;
25-02-2026;27,8;
26-02-2026;27,1;
27-02-2026;27,6;
28-02-2026;28,2;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
