;ID WMO;:  96937
;NAMA STASIUN;:  Stasiun Meteorologi Maritim Tanjung Perak
;LINTANG;:  -7.20530
;BUJUR;:  112.73530
;ELEVASI;:  3 Meter
;;
;;
TANGGAL;TAVG;
01-10-2025;27,3;
02-10-2025;29,8;
03-10-2025;30,7;
04-10-2025;29,6;
05-10-2025;29,7;
06-10-2025;30,1;
07-10-2025;30,1;
08-10-2025;30;
09-10-2025;29,8;
10-10-2025;29,9;
11-10-2025;30,2;
12-10-2025;30,7;
13-10-2025;30,3;
14-10-2025;30,8;
15-10-2025;30,1;
16-10-2025;30,9;
17-10-2025;31,2;
18-10-2025;32;
19-10-2025;31,5;
20-10-2025;30,6;
21-10-2025;29,4;
22-10-2025;27,1;
23-10-2025;29,2;
24-10-2025;29,5;
25-10-2025;29,7;
26-10-2025;29,5;
27-10-2025;29,4;
28-10-2025;29,4;
29-10-2025;27,5;
30-10-2025;29,2;
31-10-2025;27,5;
;;
;;
;;
KETERANGAN:;;
8888: Data tidak terukur;;
9999: Tidak Ada Data (tidak dilakukan pengukuran);;
Tavg: Temperatur rata-rata(°C);;
